"sp00n","n4m3","t41l","w31ght","c0l0r","ag3","l3ngth","g3nd3r","g00d"
10,"Kenneth",11,2,"red",5,45,"male",0
14,"Marcus",10,2,"red",0,48,"male",0
14,"Bonnie",11,2,"brown",6,45,"female",0
11,"Scott",9,5,"brown",3,45,"male",1
14,"Joshua",11,2,"red",6,44,"male",0
9,"Nancy",10,4,"grey",5,49,"female",1
13,"Debra",10,2,"brown",7,46,"female",0
11,"Helen",11,4,"grey",4,47,"female",1
13,"Machelle",11,2,"black",4,42,"female",0
11,"Billy",8,4,"brown",4,53,"male",1
9,"Michael",11,4,"grey",1,54,"male",1
11,"Gerald",9,5,"brown",6,42,"male",1
12,"Laura",10,2,"red",1,45,"female",0
10,"Sheila",9,4,"red",6,53,"female",1
10,"Kent",10,3,"red",7,42,"male",1
10,"Kevin",10,3,"purple",5,52,"female",1
12,"Erica",10,2,"red",3,46,"female",0
14,"Ernestine",10,2,"black",5,43,"female",0
13,"Marguerite",10,2,"brown",1,48,"female",0
12,"John",10,2,"brown",6,50,"male",0
9,"Thomas",9,3,"green",2,44,"male",1
13,"George",10,2,"black",2,44,"male",0
10,"Vanessa",10,2,"black",7,42,"female",0
11,"Greg",11,2,"red",0,50,"male",0
12,"Kasey",11,2,"red",4,43,"female",0
14,"Robert",11,2,"black",5,46,"male",0
14,"Paul",10,2,"brown",1,41,"male",0
13,"Robert",10,2,"red",4,49,"male",0
14,"Mariam",11,2,"brown",3,48,"female",0
10,"Sarah",11,2,"black",7,45,"female",0
7,"Maude",10,5,"white",6,50,"female",1
13,"June",10,2,"brown",3,49,"female",0
7,"Linda",10,5,"white",4,41,"female",1
8,"Lynne",8,5,"purple",6,51,"female",1
9,"Salvador",11,4,"purple",2,53,"male",1
14,"Barbara",10,2,"brown",1,42,"female",0
11,"Eric",11,2,"red",7,41,"male",0
11,"Freddie",11,2,"brown",1,41,"male",0
10,"Dorothea",11,2,"black",0,46,"female",0
9,"George",9,5,"grey",2,41,"male",1
10,"Michael",10,2,"red",3,47,"male",0
9,"Alexis",10,5,"purple",3,45,"female",1
10,"Grace",10,2,"brown",3,45,"female",0
12,"Jay",11,2,"red",7,40,"male",0
11,"Jessica",10,2,"red",2,44,"female",0
11,"William",10,5,"purple",0,40,"male",1
12,"Horace",10,2,"red",1,45,"male",0
10,"Margaret",11,2,"red",5,50,"female",0
8,"Julianne",8,4,"blue",5,53,"female",1
10,"Alyssa",11,2,"red",4,44,"female",0
11,"Alice",11,2,"black",0,50,"female",0
11,"Bruce",11,5,"green",5,50,"male",1
11,"Rose",11,2,"black",5,49,"female",0
7,"Mary",8,3,"white",5,47,"female",1
12,"Janine",10,2,"red",0,43,"female",0
7,"Cathy",11,3,"red",1,50,"female",1
7,"Phyllis",10,5,"white",4,52,"female",1
10,"Marjorie",9,4,"green",7,47,"female",1
11,"Betty",8,5,"brown",7,54,"female",1
9,"John",8,4,"green",3,42,"male",1
10,"Florine",11,5,"grey",6,49,"female",1
7,"Keshia",8,5,"white",0,48,"female",1
9,"Olga",8,3,"green",0,52,"female",1
8,"Geneva",11,4,"green",1,48,"female",1
11,"Orval",8,3,"red",2,50,"male",1
13,"Gerardo",10,2,"red",6,47,"male",0
8,"Kevin",10,5,"green",3,51,"male",1
8,"William",8,3,"green",4,42,"male",1
10,"Fanny",11,2,"black",2,45,"female",0
14,"Timothy",10,2,"black",5,42,"male",0
9,"Jose",11,3,"purple",7,50,"male",1
10,"Steven",10,4,"red",5,47,"male",1
11,"William",10,5,"red",3,50,"male",1
9,"Jimmy",8,3,"grey",2,53,"male",1
14,"Russell",11,2,"black",5,43,"male",0
9,"Christopher",11,3,"white",5,50,"male",1
8,"Christopher",10,5,"purple",3,48,"female",1
12,"Mercedes",11,2,"red",2,40,"female",0
14,"Sharon",10,2,"black",5,40,"female",0
9,"Mitchell",8,3,"green",1,52,"male",1
10,"Laurence",8,3,"white",6,48,"male",1
8,"Sandra",11,3,"purple",2,46,"female",1
12,"Bonnie",11,2,"brown",2,48,"female",0
9,"Cassandra",9,4,"blue",6,51,"female",1
12,"Ruth",10,2,"black",4,42,"female",0
12,"Marshall",10,2,"black",1,51,"male",0
7,"Kimberly",8,5,"purple",0,45,"female",1
7,"Jack",11,3,"white",0,52,"male",1
11,"Irene",10,2,"black",2,43,"female",0
11,"Jeffrey",10,2,"brown",0,46,"male",0
11,"Michelle",11,2,"brown",5,49,"female",0
7,"Cynthia",11,4,"white",4,41,"female",1
13,"Elena",11,2,"brown",0,46,"female",0
8,"Rebecca",8,4,"green",3,43,"female",1
14,"Richard",11,2,"black",7,42,"male",0
9,"Elizabeth",9,4,"red",6,44,"female",1
10,"Sue",10,2,"brown",2,49,"female",0
9,"Peter",8,5,"blue",6,41,"male",1
10,"Guillermo",10,2,"brown",2,47,"male",0
11,"Patrick",8,4,"brown",4,46,"male",1
12,"Philip",10,2,"brown",4,41,"male",0
8,"Carole",9,3,"green",7,41,"female",1
10,"Thomas",11,3,"red",0,45,"male",1
11,"Wilbur",10,2,"red",0,51,"male",0
10,"Victor",9,4,"blue",5,51,"male",1
13,"Shirley",11,2,"brown",2,54,"female",0
9,"Jorge",9,3,"white",2,48,"male",1
10,"Wm",10,2,"red",6,40,"male",0
10,"Blaine",11,2,"black",5,42,"male",0
11,"Leona",10,3,"grey",4,51,"female",1
13,"James",11,2,"red",6,46,"male",0
9,"Jim",9,5,"green",5,48,"male",1
11,"Timothy",9,3,"white",6,49,"male",1
9,"Henry",11,5,"green",5,54,"male",1
13,"Daniel",11,2,"brown",4,51,"male",0
10,"Karen",9,3,"white",1,46,"female",1
11,"Betty",10,2,"brown",6,40,"female",0
7,"Bob",11,4,"white",7,52,"male",1
12,"William",10,2,"red",3,50,"male",0
10,"Lon",11,2,"brown",1,44,"male",0
9,"Mark",9,4,"purple",1,41,"male",1
11,"Jennifer",10,3,"red",0,54,"female",1
11,"Lydia",11,2,"black",0,44,"female",0
7,"Deborah",11,5,"purple",2,45,"female",1
7,"Roy",9,5,"grey",0,46,"male",1
12,"Arlene",10,2,"red",0,50,"female",0
12,"Rita",10,2,"red",3,42,"female",0
12,"Andrew",10,2,"brown",4,44,"male",0
14,"John",11,2,"black",1,43,"male",0
8,"Joel",11,5,"red",5,50,"male",1
12,"Marcus",10,2,"black",1,50,"male",0
10,"James",10,2,"red",6,50,"male",0
7,"James",9,4,"white",3,54,"male",1
14,"Donald",10,2,"red",0,52,"male",0
11,"George",9,4,"grey",5,48,"male",1
10,"Amanda",9,3,"green",0,51,"female",1
8,"Betty",8,4,"red",1,47,"female",1
11,"Steven",11,2,"red",5,44,"male",0
12,"Shannon",10,2,"red",1,46,"female",0
7,"Roy",9,3,"white",3,40,"male",1
8,"Mary",10,5,"blue",0,44,"female",1
12,"Lino",10,2,"brown",3,54,"male",0
13,"Brian",11,2,"black",7,49,"male",0
11,"George",10,5,"green",2,45,"male",1
9,"Tamatha",11,4,"green",3,41,"female",1
13,"Tracy",11,2,"black",6,44,"female",0
13,"Michael",11,2,"black",2,42,"male",0
8,"David",9,4,"grey",6,43,"male",1
7,"John",11,4,"blue",0,50,"male",1
11,"Donnie",11,2,"brown",4,44,"female",0
7,"Emily",11,5,"brown",0,45,"female",1
10,"Denise",11,3,"brown",6,54,"female",1
14,"Ella",11,2,"black",0,40,"female",0
12,"Betty",11,2,"brown",0,42,"female",0
10,"Melissa",8,5,"white",2,43,"female",1
7,"Richard",11,5,"green",5,54,"male",1
11,"William",10,2,"black",0,41,"male",0
12,"John",10,2,"red",2,52,"male",0
8,"Deidre",8,4,"green",2,52,"female",1
10,"Mark",10,5,"white",2,51,"male",1
10,"Bradly",11,2,"red",4,46,"male",0
12,"Melissa",10,2,"brown",0,50,"female",0
10,"Viola",10,2,"brown",4,43,"female",0
10,"Mary",11,4,"blue",3,53,"female",1
10,"Diane",10,2,"black",2,53,"female",0
10,"Hipolito",9,3,"purple",0,45,"male",1
11,"Helen",8,3,"purple",4,52,"female",1
8,"Lon",11,5,"blue",7,49,"male",1
11,"Meghan",11,2,"red",4,48,"female",0
11,"Terry",10,5,"red",7,51,"male",1
7,"Vernon",10,4,"blue",5,52,"male",1
11,"Ann",11,4,"brown",0,46,"female",1
13,"Herbert",11,2,"red",3,40,"male",0
10,"Amy",11,2,"red",0,46,"female",0
8,"Margie",9,4,"white",3,51,"female",1
10,"Dorothy",10,5,"green",0,48,"female",1
11,"Laila",11,2,"brown",1,45,"female",0
10,"Pamela",10,2,"red",0,52,"female",0
9,"Matthew",8,3,"brown",5,54,"male",1
11,"Julio",9,5,"grey",7,40,"male",1
12,"Donna",11,2,"black",4,46,"female",0
8,"Debra",11,5,"green",7,47,"female",1
11,"Lorraine",10,5,"purple",0,41,"female",1
11,"Hector",11,2,"red",7,49,"male",0
14,"James",10,2,"brown",4,47,"male",0
12,"Samantha",10,2,"red",3,49,"female",0
12,"Christopher",10,2,"brown",7,42,"male",0
10,"Jason",11,4,"grey",0,43,"male",1
14,"Earl",11,2,"red",5,46,"male",0
10,"Russ",11,2,"red",0,40,"male",0
14,"Erica",11,2,"black",3,42,"female",0
12,"Mary",10,2,"black",2,51,"female",0
10,"Mildred",10,5,"red",0,42,"female",1
12,"Alina",11,2,"red",0,53,"female",0
9,"Jimmie",8,5,"grey",5,51,"male",1
7,"Robert",9,3,"green",0,44,"male",1
10,"Jacqueline",10,2,"brown",0,47,"female",0
13,"Kelly",11,2,"black",4,47,"female",0
10,"Lloyd",11,2,"brown",0,49,"male",0
11,"Rudy",11,2,"red",1,54,"male",0
10,"Dustin",10,2,"brown",0,47,"male",0
7,"Cynthia",11,4,"purple",5,41,"female",1
10,"Stacy",10,2,"red",7,43,"female",0
11,"David",10,5,"green",2,50,"male",1
12,"Edward",10,2,"brown",7,43,"male",0
11,"Michael",11,2,"red",5,48,"male",0
14,"Susan",11,2,"black",3,48,"female",0
7,"Tanya",11,5,"green",7,49,"female",1
10,"Kenneth",11,2,"brown",7,44,"male",0
9,"Melony",8,5,"red",2,40,"female",1
11,"Monica",11,5,"grey",6,47,"female",1
10,"Olivia",9,4,"brown",0,48,"female",1
11,"Paul",10,2,"brown",0,53,"male",0
13,"Pedro",10,2,"red",3,44,"male",0
10,"James",10,2,"brown",0,42,"male",0
10,"Jack",11,2,"red",5,49,"male",0
10,"Darla",10,5,"purple",4,51,"female",1
11,"Scott",10,2,"red",2,47,"male",0
9,"Melissa",8,4,"brown",2,50,"female",1
7,"Holly",9,4,"purple",4,42,"female",1
13,"Kelsey",10,2,"red",6,43,"female",0
14,"Brenda",10,2,"black",4,49,"female",0
10,"Thomas",10,3,"green",3,43,"male",1
12,"Brian",10,2,"red",4,45,"male",0
11,"Patrick",8,3,"white",4,50,"male",1
10,"Robert",11,3,"white",2,45,"male",1
12,"Sarah",11,2,"black",0,40,"female",0
13,"Bruce",10,2,"red",3,43,"male",0
9,"Horace",10,3,"brown",2,43,"male",1
8,"Sharon",11,5,"brown",6,40,"female",1
12,"Michael",10,2,"black",1,53,"male",0
11,"Willie",10,2,"brown",5,54,"male",0
12,"Mary",10,2,"black",4,47,"female",0
11,"Alice",11,2,"brown",7,41,"female",0
10,"Sherry",9,5,"blue",2,54,"female",1
10,"Jeanne",8,4,"red",3,47,"female",1
9,"Irene",11,3,"brown",1,53,"female",1
11,"Gerardo",10,2,"brown",5,54,"male",0
8,"Cynthia",11,4,"white",6,45,"female",1
11,"Richard",10,5,"blue",4,50,"male",1
9,"Sean",10,3,"grey",1,44,"male",1
10,"Mary",11,4,"green",4,41,"female",1
10,"Marvin",10,2,"brown",0,43,"male",0
13,"Elizabeth",10,2,"red",3,43,"female",0
10,"James",9,4,"green",7,43,"male",1
13,"Gillian",11,2,"brown",4,49,"female",0
11,"Sarah",8,5,"blue",0,52,"female",1
11,"Aaron",10,2,"brown",2,45,"male",0
10,"Suzanne",10,2,"black",0,47,"female",0
13,"Monroe",11,2,"red",4,43,"male",0
9,"Jermaine",9,3,"grey",4,45,"male",1
13,"Leon",10,2,"red",4,42,"male",0
10,"Charles",9,5,"grey",6,48,"male",1
10,"Theresa",10,4,"red",4,45,"female",1
11,"Rosemary",9,4,"white",7,43,"female",1
12,"Charles",10,2,"brown",5,47,"male",0
11,"Gary",10,2,"brown",1,50,"male",0
13,"Michael",10,2,"red",2,49,"male",0
11,"Alfonso",11,2,"brown",5,51,"male",0
12,"Allan",10,2,"black",6,49,"male",0
10,"Rachel",10,2,"black",5,44,"female",0
13,"Milo",10,2,"black",3,50,"male",0
12,"Carrie",10,2,"brown",2,46,"female",0
9,"Nancy",8,4,"purple",4,41,"female",1
7,"James",8,3,"green",0,47,"male",1
11,"Ethel",11,2,"brown",3,48,"female",0
7,"Eric",10,5,"green",7,42,"male",1
11,"Patrick",11,4,"purple",2,52,"male",1
11,"Emily",11,2,"brown",1,40,"female",0
14,"Robert",10,2,"brown",3,47,"male",0
14,"Renata",10,2,"brown",2,53,"female",0
11,"Antonio",10,2,"black",7,50,"male",0
11,"Mary",10,2,"brown",0,54,"female",0
14,"Anthony",10,2,"red",6,45,"male",0
9,"Rosemarie",11,4,"brown",2,46,"female",1
7,"Patricia",11,4,"brown",0,53,"female",1
7,"Jonathan",9,5,"grey",2,53,"male",1
14,"Robert",10,2,"brown",7,40,"male",0
8,"Kelly",11,5,"green",2,51,"female",1
10,"Amanda",9,5,"white",1,54,"female",1
7,"Carolina",11,5,"brown",7,47,"female",1
10,"Bessie",10,2,"black",5,54,"female",0
10,"Shelia",11,5,"blue",6,40,"female",1
14,"Nancy",11,2,"black",5,50,"female",0
8,"Frank",9,5,"white",4,41,"male",1
9,"Donna",8,5,"grey",6,53,"female",1
14,"Carlota",10,2,"black",0,48,"female",0
14,"Eric",10,2,"black",2,40,"male",0
10,"Jose",10,2,"red",5,50,"male",0
11,"Larry",10,2,"red",4,49,"male",0
10,"Rita",10,2,"black",0,48,"female",0
7,"Joel",8,3,"blue",2,48,"male",1
8,"Nicole",10,3,"red",7,53,"female",1
7,"Eric",9,3,"blue",5,47,"male",1
10,"Ian",11,2,"black",0,46,"male",0
10,"Ellen",11,5,"green",1,42,"female",1
8,"Brenda",8,3,"green",6,50,"female",1
7,"Adrianne",9,5,"green",4,40,"female",1
14,"Michael",10,2,"red",3,49,"male",0
10,"Ingeborg",11,2,"black",5,51,"female",0
10,"John",9,4,"white",1,51,"male",1
8,"Constance",10,5,"red",7,40,"female",1
11,"James",10,2,"red",1,47,"male",0
9,"James",9,4,"grey",2,54,"male",1
10,"Irene",9,5,"purple",7,48,"female",1
8,"Henry",9,4,"green",6,50,"male",1
12,"Jean",10,2,"black",6,48,"female",0
10,"Theodora",11,5,"grey",0,49,"female",1
10,"Rosalinda",10,5,"white",6,42,"female",1
11,"Andrew",11,4,"red",1,48,"male",1
10,"Derek",11,4,"white",5,49,"male",1
7,"Brenda",9,3,"brown",2,54,"female",1
12,"Nicola",11,2,"brown",5,53,"female",0
13,"Florrie",10,2,"red",4,46,"female",0
9,"Lee",11,3,"brown",1,50,"male",1
10,"Joshua",11,2,"red",2,45,"male",0
14,"Adam",11,2,"black",1,48,"male",0
7,"Dustin",8,3,"white",5,42,"male",1
12,"Annette",11,2,"brown",3,47,"female",0
13,"Ella",10,2,"red",0,42,"female",0
10,"Regina",11,3,"blue",1,51,"female",1
10,"Leah",10,2,"brown",0,41,"female",0
9,"Kirk",10,4,"brown",0,42,"male",1
9,"Cheryl",9,5,"white",1,45,"female",1
7,"Deborah",9,5,"purple",7,48,"female",1
10,"Shana",11,2,"red",2,43,"female",0
8,"Gertrude",10,4,"purple",3,49,"female",1
8,"Nanette",10,5,"grey",7,50,"female",1
13,"Cody",11,2,"red",3,42,"male",0
12,"Phyllis",10,2,"brown",0,45,"female",0
13,"Nick",11,2,"black",6,52,"male",0
8,"Keith",11,5,"blue",2,51,"male",1
7,"Kevin",10,4,"green",2,43,"male",1
8,"Stephanie",9,5,"red",3,43,"female",1
12,"Gina",10,2,"brown",2,48,"female",0
13,"Amy",11,2,"black",2,47,"female",0
11,"Bertha",10,2,"brown",7,43,"female",0
10,"Cody",10,2,"brown",4,46,"male",0
10,"Clara",11,2,"red",7,41,"female",0
10,"Henry",11,2,"brown",4,42,"male",0
10,"Lori",10,2,"red",7,54,"female",0
9,"Pedro",8,3,"brown",7,46,"male",1
9,"Mary",11,3,"grey",4,54,"female",1
14,"Lynne",10,2,"red",1,52,"female",0
11,"Mark",11,2,"brown",0,49,"male",0
11,"Ruby",10,2,"black",4,47,"female",0
10,"Bryan",10,5,"purple",6,50,"male",1
11,"Caroline",10,3,"blue",6,44,"female",1
12,"Lillie",11,2,"red",4,47,"female",0
14,"Laura",10,2,"red",0,46,"female",0
13,"Steven",10,2,"red",4,49,"male",0
14,"Archie",11,2,"black",5,51,"male",0
12,"Mark",11,2,"red",1,43,"male",0
13,"Leia",11,2,"black",6,47,"female",0
12,"Allen",11,2,"brown",4,43,"male",0
8,"Robert",8,3,"white",7,51,"male",1
7,"Tracy",8,5,"blue",5,44,"male",1
7,"Judy",8,3,"brown",4,52,"female",1
10,"Joyce",11,2,"black",4,41,"female",0
13,"Patricia",10,2,"red",6,49,"female",0
8,"Laura",10,5,"red",7,43,"female",1
11,"Wendy",11,3,"red",0,42,"female",1
7,"Emelia",8,5,"brown",2,44,"female",1
9,"Stephen",8,4,"red",0,42,"male",1
9,"Anita",11,3,"green",0,42,"female",1
10,"Richard",11,2,"black",7,44,"male",0
13,"Carla",10,2,"red",6,41,"female",0
14,"Harold",10,2,"black",2,51,"male",0
11,"Cecilia",11,4,"blue",1,52,"female",1
10,"Barbara",11,2,"brown",1,48,"female",0
14,"Tiffany",11,2,"black",0,44,"female",0
11,"Vickie",11,2,"red",1,50,"female",0
13,"Jennifer",10,2,"brown",7,51,"female",0
11,"Lorena",10,4,"green",4,51,"female",1
8,"Denise",10,4,"grey",7,41,"female",1
8,"April",8,4,"brown",7,47,"female",1
14,"Tim",11,2,"black",1,40,"male",0
7,"Lesa",8,4,"grey",7,48,"female",1
8,"Louise",10,3,"grey",2,49,"female",1
13,"Susan",11,2,"brown",4,46,"female",0
10,"Anthony",10,4,"purple",3,42,"male",1
14,"James",10,2,"black",3,53,"male",0
11,"Amado",10,2,"red",4,40,"male",0
11,"Shane",8,5,"white",7,52,"male",1
11,"Mark",10,3,"red",7,49,"male",1
11,"Wilson",8,3,"brown",4,54,"male",1
11,"Carey",10,4,"red",2,41,"female",1
9,"Karla",9,5,"green",2,43,"female",1
10,"Devon",10,2,"black",0,48,"male",0
8,"Susan",9,4,"white",7,54,"female",1
13,"Barry",10,2,"brown",5,40,"male",0
9,"Adrienne",10,5,"grey",7,50,"female",1
9,"Jon",8,5,"brown",2,44,"male",1
10,"Deirdre",9,5,"green",5,47,"female",1
8,"Richard",10,3,"grey",5,53,"male",1
12,"Keith",10,2,"brown",5,53,"male",0
7,"Douglas",11,4,"blue",5,50,"male",1
12,"Dorothy",10,2,"brown",6,49,"female",0
7,"Kimberly",11,4,"white",4,40,"female",1
13,"Brian",11,2,"red",1,49,"male",0
14,"Kristine",11,2,"brown",4,54,"female",0
10,"Zachary",8,5,"blue",2,43,"male",1
13,"Roger",11,2,"black",4,44,"male",0
10,"Paul",11,2,"brown",3,47,"male",0
8,"William",9,4,"white",5,44,"male",1
11,"Joseph",8,4,"red",7,43,"male",1
9,"Robert",11,4,"grey",7,43,"male",1
11,"Toni",10,2,"brown",6,45,"female",0
10,"David",8,4,"green",7,41,"male",1
10,"Christopher",11,2,"red",7,52,"male",0
13,"Elsie",11,2,"brown",7,50,"female",0
11,"Sidney",10,4,"grey",1,47,"male",1
9,"Walter",8,5,"white",5,47,"male",1
14,"Elizabeth",11,2,"brown",5,53,"female",0
13,"Diane",11,2,"black",4,48,"female",0
8,"Ted",10,5,"blue",5,48,"male",1
10,"Lawrence",8,3,"red",2,46,"male",1
11,"Jessie",11,5,"blue",6,52,"male",1
10,"Eddie",9,5,"brown",2,42,"male",1
12,"Susan",10,2,"red",1,54,"female",0
13,"Jesse",10,2,"brown",6,52,"male",0
13,"Stephen",11,2,"brown",0,43,"male",0
13,"Lauren",11,2,"black",2,42,"female",0
9,"John",11,3,"brown",2,50,"male",1
8,"Doris",11,3,"blue",1,48,"female",1
10,"Jennifer",11,3,"purple",4,41,"female",1
10,"Lawrence",10,2,"black",2,53,"male",0
10,"Vera",9,3,"grey",7,51,"female",1
8,"James",8,3,"green",5,42,"male",1
11,"Walter",9,5,"blue",6,54,"male",1
11,"Ebony",8,5,"white",2,44,"female",1
10,"Shirley",11,2,"brown",6,50,"female",0
13,"John",10,2,"black",6,47,"male",0
10,"Douglas",11,5,"brown",1,53,"male",1
8,"Steve",10,5,"purple",3,46,"male",1
8,"Lizzie",11,5,"purple",1,51,"female",1
11,"Mary",11,2,"brown",4,52,"female",0
7,"Kathy",11,4,"green",2,46,"female",1
9,"Floyd",11,4,"green",4,49,"male",1
11,"Mary",8,5,"grey",0,42,"female",1
9,"Gerald",11,4,"grey",0,43,"male",1
14,"Leon",11,2,"black",7,51,"male",0
11,"Earlie",11,2,"red",5,45,"female",0
11,"Christopher",11,2,"red",7,52,"male",0
12,"Jennifer",11,2,"brown",7,48,"female",0
10,"James",10,2,"brown",2,50,"male",0
11,"Ernest",9,5,"red",2,49,"male",1
10,"Harry",9,5,"green",2,43,"male",1
10,"Melissa",8,4,"blue",0,47,"female",1
11,"Ashley",9,5,"green",0,47,"female",1
7,"Mary",9,4,"white",6,48,"female",1
10,"Timothy",10,4,"green",4,44,"male",1
8,"Zoraida",9,4,"white",2,40,"female",1
10,"Bertie",10,2,"black",4,50,"female",0
12,"Leilani",10,2,"brown",5,49,"female",0
7,"Ronnie",11,3,"white",5,43,"male",1
13,"Natasha",11,2,"brown",0,52,"female",0
11,"Scott",10,5,"brown",2,52,"male",1
13,"Jean",10,2,"brown",7,49,"female",0
9,"Ann",9,3,"purple",6,48,"female",1
11,"Joan",11,4,"red",6,49,"female",1
14,"Roger",10,2,"red",4,53,"male",0
11,"Robert",11,2,"black",4,41,"male",0
12,"Carmel",10,2,"black",5,51,"female",0
7,"Morgan",11,4,"white",0,54,"female",1
8,"Brian",10,4,"purple",7,40,"male",1
11,"Daniel",11,4,"grey",1,52,"male",1
14,"Ruth",11,2,"black",3,47,"female",0
8,"Mindi",10,5,"red",7,43,"female",1
11,"Ronald",11,4,"blue",5,45,"male",1
10,"Evangeline",10,2,"brown",5,43,"female",0
11,"Edward",11,2,"black",7,51,"male",0
7,"Kris",10,5,"red",1,52,"male",1
8,"Ashley",8,5,"red",6,43,"female",1
10,"Christopher",9,5,"grey",0,42,"male",1
14,"Tonya",11,2,"black",1,42,"female",0
11,"James",11,4,"brown",5,54,"male",1
11,"Lori",9,3,"red",1,49,"female",1
11,"Jesse",10,2,"black",0,42,"male",0
9,"Tamara",9,3,"green",5,48,"female",1
8,"William",9,3,"white",4,52,"male",1
10,"Celeste",10,3,"red",6,49,"female",1
11,"Veronica",11,2,"brown",3,42,"female",0
10,"Ivan",8,3,"grey",0,51,"male",1
7,"Maurice",11,4,"white",0,40,"male",1
10,"Anna",10,2,"brown",0,45,"female",0
10,"Derek",11,5,"brown",5,44,"male",1
14,"Carlos",10,2,"red",2,53,"male",0
13,"James",11,2,"brown",5,52,"male",0
7,"Zenaida",9,3,"green",3,49,"female",1
11,"Mary",11,4,"white",2,50,"female",1
10,"Celia",10,4,"grey",4,40,"female",1
10,"Ryan",11,2,"red",4,49,"male",0
12,"Laura",10,2,"brown",3,54,"female",0
8,"Sara",9,4,"blue",7,40,"female",1
11,"Nila",11,2,"black",0,48,"female",0
12,"Bryan",11,2,"brown",4,43,"male",0
8,"Joseph",10,3,"white",6,54,"male",1
11,"Maria",10,2,"red",0,45,"female",0
10,"Linda",9,3,"purple",0,41,"female",1
10,"Janita",8,5,"grey",4,53,"female",1
12,"Michael",11,2,"red",0,42,"male",0
9,"Timothy",10,4,"red",3,43,"male",1
11,"Sarah",10,2,"brown",2,44,"female",0
10,"Shannon",11,2,"black",2,49,"female",0
10,"Janice",11,2,"red",6,48,"female",0
11,"Sandi",8,4,"green",1,53,"female",1
8,"Nancy",10,5,"green",2,40,"female",1
7,"Robert",11,3,"brown",6,52,"male",1
14,"Peter",10,2,"red",0,49,"male",0
11,"Andrew",10,2,"black",0,42,"male",0
7,"Jodi",9,5,"red",1,47,"female",1
11,"Christine",10,2,"brown",2,44,"female",0
8,"Christopher",9,3,"red",5,46,"male",1
11,"Victor",9,5,"white",6,47,"male",1
11,"Joseph",10,4,"grey",1,44,"male",1
14,"Thomas",11,2,"brown",2,41,"male",0
11,"Justin",10,3,"purple",1,44,"male",1
7,"Eric",11,5,"white",3,50,"male",1
13,"Bryan",10,2,"brown",5,41,"male",0
9,"Patricia",8,4,"green",0,44,"female",1
14,"Wilda",11,2,"brown",1,44,"female",0
14,"Rebecca",10,2,"red",4,41,"female",0
10,"Bettye",10,2,"black",7,45,"female",0
7,"Phyllis",8,3,"white",1,45,"female",1
13,"Michael",10,2,"red",6,52,"male",0
11,"Michael",10,4,"blue",7,47,"male",1
9,"Michael",10,3,"blue",5,51,"male",1
9,"Eva",11,5,"green",0,54,"female",1
10,"Jay",11,2,"black",1,54,"male",0
13,"John",10,2,"brown",3,51,"male",0
10,"Marc",11,2,"brown",6,48,"male",0
9,"Myra",11,3,"grey",3,42,"female",1
12,"Tonisha",11,2,"brown",0,48,"female",0
10,"Nancy",9,4,"white",2,54,"female",1
9,"Edna",11,4,"white",3,50,"female",1
9,"Ray",9,4,"red",6,48,"male",1
10,"Deborah",8,4,"blue",0,43,"female",1
7,"Charles",9,4,"blue",3,48,"male",1
7,"Fabian",8,3,"green",6,52,"male",1
9,"Claire",8,4,"blue",3,40,"female",1
14,"Carol",10,2,"brown",2,44,"female",0
8,"Oscar",11,3,"blue",7,42,"male",1
8,"Bob",11,4,"white",7,52,"male",1
10,"John",10,2,"black",7,40,"male",0
8,"Connie",8,4,"grey",1,53,"female",1
10,"Murray",10,2,"brown",5,52,"male",0
9,"Margaret",10,3,"red",2,42,"female",1
12,"Robert",10,2,"brown",4,49,"male",0
10,"Brianna",8,3,"white",4,43,"female",1
10,"Mary",9,4,"purple",3,51,"female",1
11,"Katherine",9,5,"brown",1,49,"female",1
13,"Frances",10,2,"brown",1,44,"female",0
14,"Jacob",10,2,"brown",3,52,"male",0
10,"Elizabeth",10,2,"red",7,47,"female",0
11,"Richard",11,5,"purple",2,54,"male",1
11,"Larry",11,2,"black",7,45,"male",0
12,"Dallas",10,2,"black",7,44,"male",0
10,"Harold",10,2,"red",5,48,"male",0
13,"Michael",11,2,"red",1,53,"male",0
13,"Marvin",10,2,"red",6,40,"male",0
7,"Cheryl",9,4,"white",1,40,"female",1
11,"Marie",8,4,"red",6,40,"female",1
13,"Teresa",10,2,"red",2,47,"female",0
7,"Kali",10,5,"green",2,46,"female",1
7,"Ralph",8,3,"red",6,54,"male",1
11,"Kieth",8,3,"brown",2,53,"male",1
8,"Eric",8,4,"brown",7,43,"male",1
10,"Nancy",9,3,"white",5,51,"female",1
10,"Mary",11,2,"red",6,50,"female",0
9,"Jennifer",8,5,"purple",3,46,"female",1
11,"Debra",10,2,"brown",5,49,"female",0
9,"Josefa",10,5,"purple",5,54,"female",1
12,"Brandon",11,2,"brown",5,43,"male",0
7,"Gerald",10,4,"brown",6,45,"male",1
10,"James",11,2,"red",6,40,"male",0
11,"Domenica",11,2,"brown",4,51,"female",0
13,"Catherine",11,2,"black",3,46,"female",0
10,"Lucy",10,2,"brown",7,48,"female",0
10,"Margaret",9,5,"white",4,48,"female",1
11,"Robert",9,5,"grey",3,54,"male",1
